id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
225070,Valencia City & Beach,937597,Noelia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47152,-0.32993,Private room,19,1,120,2019-09-22,1.26,2,272
231347,just In the heart of Valencia City,644376,Oscar,CIUTAT VELLA,EL MERCAT,39.47225,-0.37787,Entire home/apt,50,2,82,2019-08-26,0.94,4,145
231367,Studio with terrace near Ruzafa,644376,Oscar,QUATRE CARRERES,EN CORTS,39.45767,-0.36924,Entire home/apt,45,2,100,2019-09-18,1.11,4,140
247994,Your home at Malvarrosa beach!  WIFI (Fiber!) 2 BR,1299835,Emily,POBLATS MARITIMS,LA MALVA-ROSA,39.48082,-0.32889,Entire home/apt,65,3,46,2018-08-30,0.49,1,0
250981,Apartment Ciudad de Valencia,1315567,Chiara,CAMINS AL GRAU,LA CREU DEL GRAU,39.46271,-0.34266,Entire home/apt,64,3,3,2018-02-10,0.05,2,339
252608,UNFORGETTABLE HOLIDAYS IN VALENCIA,1326001,Mariano,CIUTAT VELLA,LA SEU,39.47499,-0.3751,Entire home/apt,80,6,3,2015-03-26,0.03,7,280
260929,Luxury double SUITE with great shower,140702,Miguel&Gemma,EL PLA DEL REAL,EXPOSICIO,39.47686,-0.36422,Private room,37,2,21,2019-02-23,0.27,4,42
260935,"Double room near old town, university & Mestalla",140702,Miguel&Gemma,EL PLA DEL REAL,EXPOSICIO,39.47663,-0.36315,Private room,45,1,255,2019-09-29,2.87,4,351
265340,Design apartment in the center WIFI,1391644,Nina,L'EIXAMPLE,RUSSAFA,39.46255,-0.37454,Entire home/apt,85,2,67,2019-05-26,0.72,1,289
273373,"Malvabeach family house, WiFi, pool, front beach",1387923,Pilar,POBLATS MARITIMS,LA MALVA-ROSA,39.48082,-0.32654,Entire home/apt,270,3,56,2019-09-22,0.63,8,331
276455,"Great Room in an apartment,Valencia",1444357,Alberto,ALGIROS,LA CARRASCA,39.47273,-0.33993,Private room,38,2,0,,,1,365
281499,Fallas Apartment Central Valencia,1467260,Mark,L'EIXAMPLE,RUSSAFA,39.46302,-0.37808,Entire home/apt,75,2,15,2014-08-30,0.16,1,0
288057,50m2 - On-St parking/Wi-Fi/Metro 245m/Carmen 440m,1497590,David,LA SAIDIA,MORVEDRE,39.48441,-0.37405,Entire home/apt,65,3,67,2019-09-03,1.02,4,339
308525,Loft Torres Quart-Valencia Center,1504505,Ignacio,EXTRAMURS,EL BOTANIC,39.47469,-0.38608,Entire home/apt,60,2,155,2019-09-22,1.90,1,95
313137,Apartamento centro de Valencia. ,1610077,Alberto,L'EIXAMPLE,RUSSAFA,39.46332,-0.37462,Entire home/apt,44,3,34,2019-09-25,0.47,1,312
338751,"CENTRAL HISTORIC VALENCIA, GARAJE  .WIFI HEATING",1720515,Bérnar,CIUTAT VELLA,EL PILAR,39.47498,-0.38302,Entire home/apt,45,1,200,2019-09-24,2.38,1,139
342806,Sunny room w/balcony near cathedral,629940,Stefania,CIUTAT VELLA,EL MERCAT,39.47528,-0.3774,Private room,43,2,377,2019-09-18,4.08,1,0
345690,suite en villa con baño y piscina.,535881,Vicente,POBLATS MARITIMS,LA MALVA-ROSA,39.48054,-0.32525,Private room,200,1,2,2017-10-07,0.03,7,365
345709,Very Cosy Big Flat in The Carmen !!,1409031,Audrey,CIUTAT VELLA,EL CARME,39.47863,-0.38141,Entire home/apt,60,14,13,2019-09-06,0.14,2,354
346695,Apartment in the historic center  WiFi,1757298,Juan,CIUTAT VELLA,EL CARME,39.47911,-0.37716,Entire home/apt,70,2,378,2019-09-26,4.12,1,261
349904,85sq Duplex Zen:centro de Valencia!,1409031,Audrey,CIUTAT VELLA,EL CARME,39.4787,-0.38099,Entire home/apt,125,3,138,2019-09-07,1.51,2,346
357320,"Unique apartment, spectacular views",1808314,Belén,POBLATS MARITIMS,LA MALVA-ROSA,39.48213,-0.32566,Entire home/apt,40,7,16,2019-09-26,0.18,1,354
359710,SUNNY VALENCIA by Americas Cup Port,1819721,Emanuele,CAMINS AL GRAU,LA CREU DEL GRAU,39.46056,-0.3421,Entire home/apt,39,3,211,2019-09-26,2.30,1,172
361016,CENTRAL TOPFLOOR APARTMENT WITH TERRACE,1145189,Maria,EXTRAMURS,ARRANCAPINS,39.46241,-0.38445,Entire home/apt,69,2,193,2019-09-20,2.12,3,192
364517,ArtsCity/private bath+breakfast,1841798,Marta,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45496,-0.3588,Private room,40,2,15,2019-06-01,0.20,1,231
364906,Best deal for tourism. WIFI,882128,Maria Jose,LA SAIDIA,MARXALENES,39.48522,-0.38525,Entire home/apt,50,14,14,2017-10-20,0.19,1,229
367058,Fabulously located downtown flat,1853079,John,CIUTAT VELLA,SANT FRANCESC,39.4726,-0.37605,Entire home/apt,75,3,42,2018-12-05,0.46,1,76
377455,DOWNTOWN BEAUTIFUL LOFT,1896920,Vanesa,L'EIXAMPLE,RUSSAFA,39.46357,-0.37417,Entire home/apt,45,3,6,2015-08-16,0.07,1,91
379870,Full equipped flat in Valencia 2-3p,713025,Violeta,CIUTAT VELLA,SANT FRANCESC,39.47112,-0.37668,Entire home/apt,120,3,18,2019-09-14,0.21,8,64
379871,Lovely flat in Valencia's heart VT-33098-V,713025,Violeta,CIUTAT VELLA,EL MERCAT,39.47245,-0.3784,Entire home/apt,250,3,42,2019-09-22,0.49,8,291
393582,"Valencia entre Ciudad/playa, familias,tranquilo",1560554,Elsa,EL PLA DEL REAL,MESTALLA,39.46694,-0.35813,Entire home/apt,65,3,47,2019-07-31,0.89,1,341
396062,Penthouse with Bioparc . WIFI,1979614,Susana,L'OLIVERETA,NOU MOLES,39.47292,-0.402,Entire home/apt,80,2,24,2019-08-20,0.29,1,135
407451,Beautiful apartment on the beach ,1652866,Julia,POBLATS DEL SUD,EL SALER,39.35878,-0.31932,Entire home/apt,60,100,19,2018-06-30,0.21,1,363
414667,ATICO REINA,2031049,Carrera,CIUTAT VELLA,EL MERCAT,39.47516,-0.37712,Entire home/apt,160,2,7,2019-08-30,0.10,5,130
421405,"Unbeatable location, your own bath",2095681,Silvia,CIUTAT VELLA,EL MERCAT,39.47415,-0.37746,Private room,35,2,210,2019-09-25,2.34,2,95
437683,Full equipped flat Valencia center,713025,Violeta,CIUTAT VELLA,EL MERCAT,39.47198,-0.37795,Entire home/apt,102,3,28,2019-08-28,0.32,8,161
447232,LOCATION•NEW•QUIET•CHIC•METRO•IDEAL,2220857,Lorenzo,CIUTAT VELLA,EL MERCAT,39.47302,-0.37897,Entire home/apt,51,3,249,2019-08-17,2.80,3,138
448856,Mark's Place Rusafa,2228808,Mark,QUATRE CARRERES,MONT-OLIVET,39.45956,-0.36308,Private room,24,2,38,2019-09-04,0.88,2,338
455833, apartment forehead station of ave.,2265891,Maite,EXTRAMURS,ARRANCAPINS,39.46191,-0.38468,Entire home/apt,60,2,238,2019-09-15,2.74,1,314
462101,Apartment 50 m beach(Valencia),2296609,Amparo,POBLATS DEL SUD,EL PERELLONET,39.29159,-0.28473,Private room,125,1,6,2019-02-10,0.13,1,268
467151,Deluxe Apartment Studio Wifi + pool,2319737,Javier,BENICALAP,BENICALAP,39.49236,-0.39944,Entire home/apt,75,2,40,2019-09-24,0.46,1,166
472858,Habitación en acogedor apartamento,2345188,Joana,ALGIROS,CIUTAT JARDI,39.47409,-0.34397,Private room,20,3,14,2019-07-24,0.28,2,344
476415,Sun Apartment Valencia  @ With Balcony & Parking,2361433,Raúl,CAMINS AL GRAU,PENYA-ROJA,39.46118,-0.35395,Entire home/apt,70,2,7,2019-05-30,0.23,2,141
478752,Art Inspired Loft Apartment with Pool and Balcony.,2370939,María,CAMPANAR,SANT PAU,39.49009,-0.40336,Entire home/apt,80,3,179,2019-09-13,2.00,1,329
480180,Cozy flat Valencia super center 1-2,713025,Violeta,CIUTAT VELLA,SANT FRANCESC,39.47184,-0.37625,Entire home/apt,100,3,17,2019-07-28,0.19,8,207
480218,Cozy flat in Valencia center 1-3p,713025,Violeta,CIUTAT VELLA,SANT FRANCESC,39.47047,-0.37641,Entire home/apt,120,3,14,2019-08-31,0.16,8,166
487638,BRIGHT APARTMENT IN THE CENTER,2042597,Carmen,L'EIXAMPLE,EL PLA DEL REMEI,39.46929,-0.36488,Entire home/apt,75,2,67,2019-09-19,0.77,1,44
491152,Gorgeus apartment in Valencia,2345188,Joana,ALGIROS,CIUTAT JARDI,39.47351,-0.34618,Private room,20,1,27,2019-08-04,0.32,2,349
491295,2 Bedroom Apartment near the beach,2428435,Xud,POBLATS MARITIMS,LA MALVA-ROSA,39.47524,-0.32821,Entire home/apt,75,3,20,2019-09-02,0.23,1,17
493409,Valencia - Duplex de 5 habitaciones,2437757,Carmen,CAMINS AL GRAU,AIORA,39.46331,-0.33924,Entire home/apt,225,5,14,2019-08-24,0.35,1,62
503545,B&B Aguila Nova: big room with double bed,2483556,Aline,PATRAIX,PATRAIX,39.46134,-0.39084,Private room,20,2,80,2019-09-20,0.92,3,79
508758,Centrico   a estrenar en Valencia,2507964,Rosa,EXTRAMURS,LA PETXINA,39.47106,-0.38752,Private room,45,2,3,2019-06-19,0.16,1,365
522347,LAST ANTI- CRISIS PRICE ROOM BALCON,2751768,Maryel,CIUTAT VELLA,LA SEU,39.47518,-0.37514,Private room,29,2,359,2019-09-12,4.14,3,204
524523,"Single room near Mestalla, University & Old Town",140702,Miguel&Gemma,EL PLA DEL REAL,EXPOSICIO,39.4768,-0.3635,Private room,30,2,198,2019-09-26,2.27,4,343
526255,Penthouse in the city center,2586809,Raúl,LA SAIDIA,MORVEDRE,39.48285,-0.37891,Entire home/apt,45,3,156,2019-08-29,1.86,1,38
528679,VACACIONES ENTRE CASCO HISTÓRICO Y LAS PLAYAS,1326001,Mariano,EL PLA DEL REAL,MESTALLA,39.47626,-0.35548,Entire home/apt,90,10,6,2019-08-01,0.09,7,322
530706,Céntrico y acogedor apartamento new WIFI,2605658,Carolina,CIUTAT VELLA,EL PILAR,39.47232,-0.38093,Entire home/apt,65,1,59,2019-08-09,0.67,1,279
538813,Crisis Price! Apt.great wiews 39€,1512611,Lula & Luna,ALGIROS,LA CARRASCA,39.4797,-0.35263,Entire home/apt,49,4,24,2019-07-21,0.27,6,305
538964,CASA  EN LA PLAYA DE VALENCIA,2647255,Jose Luis,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47464,-0.32709,Entire home/apt,100,7,1,2019-08-28,0.88,1,272
542794,"Apartment, Valencia Center.",2668795,Gabriel,EXTRAMURS,LA ROQUETA,39.46447,-0.38021,Entire home/apt,59,37,98,2018-10-06,1.11,2,3
545639,IMPOSSIBLE OVER CENTRAL,2682081,Esteban,L'EIXAMPLE,EL PLA DEL REMEI,39.46808,-0.37298,Private room,35,2,45,2019-09-15,0.72,3,64
547590,CIUDAD DE LAS CIENCIAS CON PARKING PRIVADO & AC,2691959,Guillermo,CAMINS AL GRAU,PENYA-ROJA,39.45895,-0.345,Entire home/apt,85,3,41,2019-08-18,0.53,1,344
549738,"COZY  ROOM    ""  ORCHIDS """,2682081,Esteban,L'EIXAMPLE,EL PLA DEL REMEI,39.46844,-0.37218,Private room,35,2,38,2019-07-18,0.57,3,64
550630,Beautiful apartment in Valencia,2706384,Angel,EXTRAMURS,ARRANCAPINS,39.46702,-0.38446,Entire home/apt,62,2,11,2019-03-19,0.15,1,219
551884,05.Negrito I Casco Antiguo,2711989,Like Apartments,CIUTAT VELLA,LA SEU,39.47694,-0.37708,Entire home/apt,60,1,50,2019-08-30,0.57,32,329
552004,Vacaciones en el Centro de Valencia,2712499,Mari Carmen,CIUTAT VELLA,EL MERCAT,39.47432,-0.37747,Entire home/apt,90,2,0,,,1,31
556620,Cozy room in the center,2736688,Begoña,LA SAIDIA,TRINITAT,39.48461,-0.36856,Private room,16,3,74,2019-09-19,1.14,2,338
556631,The Library - Old Valencian House,1917691,Lorenzo,CIUTAT VELLA,EL PILAR,39.47205,-0.38189,Entire home/apt,99,2,78,2019-09-17,1.03,1,330
557514,Green room wants you to be happy,2741029,Ana,ALGIROS,CIUTAT JARDI,39.47037,-0.34425,Private room,45,1,1,2017-03-02,0.03,1,364
558480,01.Negrito II Casco Antiguo,2711989,Like Apartments,CIUTAT VELLA,LA SEU,39.47656,-0.37791,Entire home/apt,45,1,20,2019-08-30,0.23,32,336
558778,Apartamento para viajeros muy exigentes.,2404140,Adriana,L'EIXAMPLE,RUSSAFA,39.46321,-0.36776,Entire home/apt,120,3,9,2019-09-15,0.35,3,339
559966,El Carmen-Mercado-Lonja-Wifi house,1580666,Jaime Y Elena,CIUTAT VELLA,EL MERCAT,39.47427,-0.37864,Entire home/apt,65,4,48,2017-03-04,0.55,1,1
579273,Mercat Central Apartment wifi+bikes,2849128,Ferran,CIUTAT VELLA,SANT FRANCESC,39.4708,-0.38262,Entire home/apt,41,2,167,2019-09-22,2.26,1,295
587429,APPARTMENT IN CIUDAD DE LAS CIENCIAS,2897038,Concha & Jose,QUATRE CARRERES,MONT-OLIVET,39.45958,-0.36478,Entire home/apt,43,3,196,2019-09-26,2.27,2,45
588848,Charming Loft Studio - So Central,1240766,Jessica Mary,EXTRAMURS,LA ROQUETA,39.46731,-0.37992,Entire home/apt,50,2,181,2019-09-21,2.07,5,121
589007,C/Denia !AMAZING VIEWS! WIFI AIRCO,1240766,Jessica Mary,L'EIXAMPLE,RUSSAFA,39.4628,-0.37602,Entire home/apt,100,2,185,2019-09-08,2.15,5,134
595233,Valencia desing new loft lake view.,2940808,Juan,CAMPANAR,SANT PAU,39.4743,-0.40862,Entire home/apt,39,2,216,2019-09-27,2.71,1,309
607073,Mazing flat in valencia,3007632,Emanuel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47274,-0.32932,Private room,120,5,0,,,1,364
612457,CENTRO DE VALENCIA.PLAZA DE TOROS,806645,Maria Jesus,EXTRAMURS,LA ROQUETA,39.46672,-0.37911,Entire home/apt,35,1,139,2019-09-11,1.60,7,323
620433,Heart of old Town - Corona Moderna,1240766,Jessica Mary,CIUTAT VELLA,EL CARME,39.47898,-0.38316,Entire home/apt,60,2,50,2019-09-21,0.58,5,109
633762,Apto Loft Torres de Serranos,3155089,Francisco,CIUTAT VELLA,LA SEU,39.47805,-0.3755,Entire home/apt,55,2,113,2019-09-10,1.49,12,260
641695,apartamento con terraza............,850883,Joan,L'EIXAMPLE,RUSSAFA,39.46349,-0.37538,Private room,60,31,0,,,2,0
643644,Charming flat in Ruzafa,3218281,Salvo,L'EIXAMPLE,RUSSAFA,39.46227,-0.37798,Entire home/apt,62,1,39,2019-08-20,0.49,1,7
652917,Piso bien situado y acondicionado,3282210,Juan,PATRAIX,SAFRANAR,39.46017,-0.39901,Private room,30,1,2,2017-03-19,0.05,1,365
657566,14.Lonja V Dúplex Centro,2711989,Like Apartments,CIUTAT VELLA,EL MERCAT,39.47608,-0.3792,Entire home/apt,55,1,13,2019-09-15,0.15,32,297
657794,HIP & CENTRAL APT+WIFI+2 BIKES,1145189,Maria,QUATRE CARRERES,EN CORTS,39.45643,-0.37432,Entire home/apt,62,2,150,2019-09-12,1.76,3,146
658275,Central twin exterior room balcony,347423,Pere,CIUTAT VELLA,SANT FRANCESC,39.47107,-0.37297,Private room,34,1,145,2019-09-07,1.92,3,150
663047,Wonderful Penthouse in valencia,3095064,Veronica,CAMINS AL GRAU,CAMI FONDO,39.46565,-0.35466,Entire home/apt,99,3,7,2019-09-17,0.16,1,306
665208,Valencia beach charming apartment WI-FI,3361200,Santiago,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46721,-0.32721,Entire home/apt,59,6,39,2019-07-24,0.47,1,177
666386,Apartment Valencia near the sea,3369247,Maria Teresa,CAMINS AL GRAU,LA CREU DEL GRAU,39.46389,-0.34643,Entire home/apt,33,5,97,2019-09-18,1.13,1,304
666994,ABASTOS WITH LARGE PRIVATE TERRACE,3373818,Roberto,EXTRAMURS,ARRANCAPINS,39.46739,-0.38957,Entire home/apt,50,2,55,2016-11-24,0.65,1,2
671096,Bright room with private bathroom,3400551,Vincent,L'EIXAMPLE,RUSSAFA,39.46206,-0.37578,Private room,40,2,1,2018-03-19,0.05,1,88
672212,Ciudad de las Ciencias. Avenida del Puerto. Playa,3407749,Ada,POBLATS MARITIMS,EL GRAU,39.4586,-0.33802,Entire home/apt,120,6,0,,,1,272
672551,Centro Ciudad 5 Habitaciones 250m2.,3410950,Raquel,EXTRAMURS,EL BOTANIC,39.47404,-0.38558,Entire home/apt,195,2,160,2019-09-29,1.94,1,320
676386,BUHARDILLA DE LUJO CON GRAN TERRAZA,3437604,Vicent,CAMPANAR,LES TENDETES,39.48311,-0.38521,Entire home/apt,125,4,18,2019-09-25,0.38,5,0
681002,Ciudad de las Ciencias! Habitacion,3467642,Iriana,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45911,-0.35788,Private room,37,3,155,2019-09-15,1.95,2,239
681925,"Very Central, Stunning Views, Sunny Terrace, Wifi!",3462415,Manuel,CIUTAT VELLA,EL PILAR,39.47416,-0.38159,Entire home/apt,100,2,537,2019-09-24,6.30,1,281
682219,FALLA Apartment wifi & terrace next,219476,Toni,LA SAIDIA,SANT ANTONI,39.48763,-0.37592,Entire home/apt,55,3,58,2019-09-08,0.73,2,90
684439,13.Lonja IV Casco Antiguo,2711989,Like Apartments,CIUTAT VELLA,EL MERCAT,39.47531,-0.37852,Entire home/apt,70,1,13,2019-09-09,0.16,32,304
685153,"OFFER! Centrical, Clean and Terrace",1363520,Mª Angeles,QUATRE CARRERES,EN CORTS,39.4553,-0.37444,Entire home/apt,120,4,20,2019-08-19,0.25,1,83
688130,Beautiful 4 bedroom appartment WIFI,3512981,Mari Carmen,ALGIROS,L'AMISTAT,39.47246,-0.3535,Entire home/apt,115,2,57,2019-08-21,0.68,1,342
688405,Apartamento en centro de Valencia,3477002,Carmen,CIUTAT VELLA,SANT FRANCESC,39.46841,-0.37681,Entire home/apt,89,5,78,2019-09-26,0.98,1,213
698472,Your nest in Valencia with wifi,3580428,Begoña Y Quique,POBLATS MARITIMS,EL GRAU,39.46204,-0.33498,Entire home/apt,48,3,187,2019-09-10,2.35,1,141
698779,"Bed&breakfast in Valencia.""RUSSAFA""",2747343,Rosa,L'EIXAMPLE,RUSSAFA,39.45971,-0.37143,Private room,30,1,64,2019-05-28,0.80,1,285
700051,"Double bed near Old Town. ""Abastos"" AA/wifi/tv",673381,Andrea,EXTRAMURS,LA PETXINA,39.46958,-0.38979,Private room,24,2,8,2016-06-20,0.10,1,29
706704,sunny Room for Couples,3632478,Nadina,LA SAIDIA,SANT ANTONI,39.48829,-0.36912,Private room,188,1,1,2013-03-05,0.01,2,365
714886,Golf course and beach flat+wifi,3701192,Adriana,POBLATS DEL SUD,EL PERELLONET,39.30509,-0.29351,Entire home/apt,45,2,81,2019-09-23,1.02,2,209
716081,Ático muy luminoso en Ruzafa,3690047,Macarena,L'EIXAMPLE,RUSSAFA,39.4607,-0.37628,Entire home/apt,95,31,12,2019-09-30,0.24,6,153
717770,Correos Attic with a wonderful terrace!,3480461,Valencia Luxury,CIUTAT VELLA,SANT FRANCESC,39.47029,-0.37473,Entire home/apt,120,2,21,2019-09-27,0.32,69,6
719547,Nice apartment in Valencia´s beach,3204897,Jennifer,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47416,-0.32857,Entire home/apt,70,2,7,2018-07-01,0.09,1,352
720307,Bonito apartamento en pleno centro,3717753,Paul,EXTRAMURS,EL BOTANIC,39.47572,-0.38478,Entire home/apt,30,2,155,2019-09-11,2.03,1,115
724380,"penthouse in the 16th S building ,",3744401,Jose,CIUTAT VELLA,EL MERCAT,39.4742,-0.3807,Entire home/apt,55,3,79,2019-09-13,1.47,2,67
730074,Ático Plaza Ayuntamiento XXI,3480461,Valencia Luxury,CIUTAT VELLA,SANT FRANCESC,39.4712,-0.3785,Entire home/apt,125,2,2,2019-04-08,0.04,69,338
733452,12.Lonja III Casco Antiguo,2711989,Like Apartments,CIUTAT VELLA,EL MERCAT,39.4746,-0.37827,Entire home/apt,70,1,28,2019-08-04,0.33,32,308
734123,Nice apartment sharing in Valencia,3826468,Arly,QUATRE CARRERES,MONT-OLIVET,39.45883,-0.3615,Private room,24,3,135,2018-04-02,1.68,1,297
737684,HYDRO MASSAGE.AIRCO FREE.WIFI FREE.6 pax.,3853341,Paloma.,QUATRE CARRERES,MONT-OLIVET,39.45811,-0.36828,Entire home/apt,55,3,144,2019-09-29,5.43,2,102
739558,Calm Apartment in Valencia  VT-38435-V,3789085,Manuel Vicente,QUATRE CARRERES,MONT-OLIVET,39.45781,-0.36583,Entire home/apt,55,3,28,2019-06-26,0.45,1,121
739981,"Villa, pool, in front the beach",535881,Vicente,POBLATS MARITIMS,LA MALVA-ROSA,39.47956,-0.32654,Entire home/apt,1200,2,11,2015-07-02,0.13,7,365
742347,Cozy and beautiful room + 2 bikes,3886767,Belén,LA SAIDIA,MORVEDRE,39.4873,-0.37705,Private room,22,1,74,2016-10-17,0.88,2,0
747069,ALQUILO HABITACION CON DOS CAMAS,3920707,Ana,L'EIXAMPLE,RUSSAFA,39.46027,-0.37166,Private room,25,2,125,2019-09-22,1.49,2,284
747076, HABITACIÓN CENTRICA DE MATRIMONIO,3920707,Ana,L'EIXAMPLE,RUSSAFA,39.46088,-0.37291,Private room,25,1,247,2019-09-30,3.10,2,1
754961,Attic San Vicente 102,3480461,Valencia Luxury,EXTRAMURS,LA ROQUETA,39.46662,-0.38124,Entire home/apt,125,2,14,2019-08-13,0.20,69,326
756434,Amazing Baja Apartment in the Heart of El Carmen,3480461,Valencia Luxury,CIUTAT VELLA,EL CARME,39.478,-0.379,Entire home/apt,110,2,21,2019-09-27,0.39,69,0
756440,The Barón de Cárcer Attic with Terrace,3480461,Valencia Luxury,CIUTAT VELLA,SANT FRANCESC,39.46949,-0.37918,Entire home/apt,180,2,30,2019-09-08,0.44,69,354
760857,Cozy rooftop flat with garden terrace.,372326,Sandro And BB,CIUTAT VELLA,EL PILAR,39.47252,-0.3813,Entire home/apt,75,3,101,2019-09-02,1.61,2,299
762006,Cozy Flat el Saler Beach Valencia,3971044,Guille,POBLATS DEL SUD,EL SALER,39.35806,-0.32068,Entire home/apt,40,6,16,2019-08-24,0.21,1,189
772085,Alameda Valencia,4073861,Juan,EL PLA DEL REAL,EXPOSICIO,39.47663,-0.3652,Private room,30,1,4,2019-09-30,4,1,32
772380,Charming loft in Plaza Redonda -1,4075514,Ana,CIUTAT VELLA,LA SEU,39.47488,-0.3761,Entire home/apt,69,3,165,2019-09-22,2.05,3,173
776819,Our Sunny Penthouse. Stay!!!,4096931,Jose,CIUTAT VELLA,EL CARME,39.47762,-0.38082,Entire home/apt,59,2,272,2019-09-15,3.36,5,315
779542,"Super offer! Big apartment, WiFi",907329,Malinka,RASCANYA,ELS ORRIOLS,39.49365,-0.37168,Entire home/apt,25,10,28,2019-08-17,0.37,5,220
